Template,TemplateID
[C:5]=[C:4]/[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3]\[C:4]=[C:5].O-B(-O)-[c;H0;D3;+0:6](:[c:7]):[c:8],109
[#7;a:4]:[c:5]:[c:6]:[n;H0;D3;+0:7](:[c:8])-[CH2;D2;+0:1]-[c:2]:[#7;a:3]>>Br-[CH2;D2;+0:1]-[c:2]:[#7;a:3].[#7;a:4]:[c:5]:[c:6]:[nH;D2;+0:7]:[c:8],110
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[O;H0;D2;+0:5]-[C:4]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C:4]-[OH;D1;+0:5],111
[C:4]-[N;H0;D3;+0:5](-[C:6])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C:6],112
[#7:8]-[C:9](=[O;D1;H0:10])-[C:11]-[O;H0;D2;+0:12]-[c;H0;D3;+0:1](:[c:2]):[c:3](:[c:4]:[#7;a:5]):[c:6]:[#7;a:7]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3](:[c:4]:[#7;a:5]):[c:6]:[#7;a:7].[#7:8]-[C:9](=[O;D1;H0:10])-[C:11]-[OH;D1;+0:12],113
[C;D1;H3:3]-[C;H0;D3;+0:4](-[C;D1;H3:5])=[CH;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[C;D1;H3:3]-[CH;D3;+0:4](-[C;D1;H3:5])-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,114
[C:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:3]-[c:4]>>O-[CH2;D2;+0:1]-[C:2].[OH;D1;+0:3]-[c:4],115
[#7;a:2]:[c;H0;D3;+0:1](-[O;H0;D2;+0:8]-[C:7]):[c:3]:[c:4](:[#7;a:5]):[#8;a:6]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4](:[#7;a:5]):[#8;a:6].[C:7]-[OH;D1;+0:8],116
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[n;H0;D3;+0:6](:[c:5]):[c:7]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].[c:5]:[nH;D2;+0:6]:[c:7],117
[#8:12]-[C:11](=[O;D1;H0:13])-[c:10]1:[#16;a:9]:[c:8]:[#7;a:7]:[c;H0;D3;+0:6]:1-[c;H0;D3;+0:1]1:[n;H0;D2;+0:2]:[n;H0;D2;+0:3]:[cH;D2;+0:4]:[o;H0;D2;+0:5]:1>>O=[C;H0;D3;+0:1](-[NH;D2;+0:2]-[NH;D2;+0:3]-[CH;D2;+0:4]=[O;H0;D1;+0:5])-[c;H0;D3;+0:6]1:[#7;a:7]:[c:8]:[#16;a:9]:[c:10]:1-[C:11](-[#8:12])=[O;D1;H0:13],118
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4]1:[c:5]:[c:6]:[#16;a:7]:[c:8]:1>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].O-B(-O)-[c;H0;D3;+0:4]1:[c:5]:[c:6]:[#16;a:7]:[c:8]:1,119
[#8:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:5]-[C:4]>>Cl-[C;H0;D3;+0:1](-[#8:2])=[O;D1;H0:3].[C:4]-[NH2;D1;+0:5],120
[C:5]=[C:6]-[C:7]-[O;H0;D2;+0:8]-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4]>>Cl-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4].[C:5]=[C:6]-[C:7]-[OH;D1;+0:8],121
[C;D1;H3:4]-[NH;D2;+0:5]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3].[C;D1;H3:4]-[NH2;D1;+0:5],122
[#7:5]-[C:4](=[O;D1;H0:6])-[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:7](:[c:8]):[c:9]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4](-[#7:5])=[O;D1;H0:6].O-B(-O)-[c;H0;D3;+0:7](:[c:8]):[c:9],123
[#7;a:5]:[c;H0;D3;+0:4](:[c:6])-[C;H0;D3;+0:1](-[#8:2])=[C;D1;H2:3]>>C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[C;H0;D3;+0:1](-[#8:2])=[C;D1;H2:3].Cl-[c;H0;D3;+0:4](:[#7;a:5]):[c:6],124
[#7;a:5]:[#8;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:7](-[C:6])-[C;D1;H3:8]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#8;a:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[C;D1;H3:8],125
[C:2]-[C@@H;D3;+0:1](-[C:3])-[c:4]>>O-[C;H0;D4;+0:1](-[C:2])(-[C:3])-[c:4],126
[#8:3]-[C:2](=[O;D1;H0:4])-[c;H0;D3;+0:1]1:[s;H0;D2;+0:12]:[c;H0;D3;+0:10](-[N;D1;H2:9]):[n;H0;D2;+0:11]:[c;H0;D3;+0:5]:1-[c;H0;D3;+0:6](:[c:7]):[c:8]>>Br-[CH;D3;+0:1](-[C:2](-[#8:3])=[O;D1;H0:4])-[C;H0;D3;+0:5](=O)-[c;H0;D3;+0:6](:[c:7]):[c:8].[N;D1;H2:9]-[C;H0;D3;+0:10](-[NH2;D1;+0:11])=[S;H0;D1;+0:12],127
[#7:3]-[C:2](=[O;D1;H0:4])-[CH2;D2;+0:1]-[NH;D2;+0:6]-[C:5]>>Cl-[CH2;D2;+0:1]-[C:2](-[#7:3])=[O;D1;H0:4].[C:5]-[NH2;D1;+0:6],128
[C:4]-[C@@H;D3;+0:5](-[C:6])-[O;H0;D2;+0:7]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[CH;D3;+0:5](-[C:6])-[OH;D1;+0:7],129
[O;D1;H1:2]-[CH2;D2;+0:1]-[c:3]>>O=[C;H0;D3;+0:1](-[O;D1;H1:2])-[c:3],130
[C:4]-[N;H0;D3;+0:5](-[C:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]-[NH;D2;+0:5]-[C:6],131
[c:2]:[c;H0;D3;+0:1](:[c:3])-[S;H0;D2;+0:4]-[c:5]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[SH;D1;+0:4]-[c:5],132
[#16;a:6]:[c:7](:[#7;a:8])-[NH;D2;+0:9]-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].[#16;a:6]:[c:7](:[#7;a:8])-[NH2;D1;+0:9],133
[O;D1;H0:2]=[C;H0;D3;+0:1](-[c:3])-[NH;D2;+0:4]-[c:5]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[NH2;D1;+0:4]-[c:5],134
[NH2;D1;+0:1]-[c:2]>>C-C(=O)-[NH;D2;+0:1]-[c:2],135
[O;D1;H0:8]=[C:7](-[O;D1;H1:9])-[C:6]-[NH;D2;+0:5]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[NH2;D1;+0:5]-[C:6]-[C:7](=[O;D1;H0:8])-[O;D1;H1:9],136
[#7;a:7]:[c:6]:[c:5]1:[c:4]:[#16;a:3]:[c:2]:[c;H0;D3;+0:1]:1-[CH;D2;+0:8]=[O;D1;H0:9]>>Br-[c;H0;D3;+0:1]1:[c:2]:[#16;a:3]:[c:4]:[c:5]:1:[c:6]:[#7;a:7].C-N(-C)-[CH;D2;+0:8]=[O;D1;H0:9],137
[C:3]-[N;H0;D3;+0:4](-[C:5])-[CH2;D2;+0:1]-[c:2]>>Cl-[CH2;D2;+0:1]-[c:2].[C:3]-[NH;D2;+0:4]-[C:5],138
[#7;a:5]:[c:4]:[#7;a:3]:[c;H0;D3;+0:1](:[c:2])-[N;H0;D3;+0:7](-[C:6])-[C:8]>>F-[c;H0;D3;+0:1](:[c:2]):[#7;a:3]:[c:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[C:8],139
[C:3]-[O;H0;D2;+0:4]-[CH2;D2;+0:1]-[c:2]>>Cl-[CH2;D2;+0:1]-[c:2].[C:3]-[OH;D1;+0:4],140
[C:2]-[CH2;D2;+0:1]-[n;H0;D3;+0:4](:[c:3]):[c:5]>>Cl-[CH2;D2;+0:1]-[C:2].[c:3]:[nH;D2;+0:4]:[c:5],141
[CH2;D2;+0:4]1-[CH2;D2;+0:3]-[c:2]:[c:1]-[NH;D2;+0:5]-1>>[c:1]1:[c:2]:[cH;D2;+0:3]:[cH;D2;+0:4]:[nH;D2;+0:5]:1,142
[C:2]-[CH2;D2;+0:1]-[c:3]>>O=[C;H0;D3;+0:1](-[C:2])-[c:3],143
[#16;a:9]:[c:8](:[#7;a:10])-[N;H0;D3;+0:7]1-[C:5](=[S;D1;H0:6])-[#7:4]-[C:3]-[C;H0;D3;+0:1]-1=[O;D1;H0:2]>>C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]-[#7:4]-[C:5](=[S;D1;H0:6])-[NH;D2;+0:7]-[c:8](:[#16;a:9]):[#7;a:10],144
[C;D1;H3:4]-[C:5](-[C;D1;H3:6])(-[C;D1;H3:7])-[O;H0;D2;+0:8]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C;D1;H3:4]-[C:5](-[C;D1;H3:6])(-[C;D1;H3:7])-[OH;D1;+0:8],145
[C:4]-[C@@H;D3;+0:5](-[C:6])-[NH;D2;+0:7]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]-[CH;D3;+0:5](-[C:6])-[NH2;D1;+0:7],146
[#7;a:6]:[#7;a:7]:[c:8]-[O;H0;D2;+0:9]-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[#7;a:4]:[#7;a:5]>>Cl-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[#7;a:4]:[#7;a:5].[#7;a:6]:[#7;a:7]:[c:8]-[OH;D1;+0:9],147
[#7:4]-[C:5](-[C:7]=[C:8])-[O;H0;D2;+0:6]-[C;H0;D3;+0:1](-[#7:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[#7:2])=[O;D1;H0:3].[#7:4]-[C:5](-[OH;D1;+0:6])-[C:7]=[C:8],148
[C:2]-[S;H0;D4;+0:1](=[O;D1;H0:3])(=[O;D1;H0:4])-[NH;D2;+0:6]-[C:5]>>Cl-[S;H0;D4;+0:1](-[C:2])(=[O;D1;H0:3])=[O;D1;H0:4].[C:5]-[NH2;D1;+0:6],149
[#16;a:3]:[c:4]:[c:5]-[N;H0;D3;+0:6](-[C:7]=[O;D1;H0:8])-[CH2;D2;+0:1]-[C:2]>>Br-[CH2;D2;+0:1]-[C:2].[#16;a:3]:[c:4]:[c:5]-[NH;D2;+0:6]-[C:7]=[O;D1;H0:8],150
[#8:9]-[C:8](=[O;D1;H0:10])-[CH;D3;+0:1](-[C:2]-[C:3]#[C;D1;H1:4])-[C:5]-[C:6]#[C;D1;H1:7]>>C-O-C(=O)-[C;H0;D4;+0:1](-[C:2]-[C:3]#[C;D1;H1:4])(-[C:5]-[C:6]#[C;D1;H1:7])-[C:8](-[#8:9])=[O;D1;H0:10],151
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].O-B(-O)-[c;H0;D3;+0:5](:[c:6]):[c:7],152
[C:3]-[NH;D2;+0:4]-[CH2;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[C:3]-[NH2;D1;+0:4],153
[c:2]:[c;H0;D3;+0:1](:[c:3])-[NH;D2;+0:4]-[c:5]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3].[NH2;D1;+0:4]-[c:5],154
[C:2]-[CH;D3;+0:1](-[c:3])-[N;H0;D3;+0:5](-[C:4])-[C:6]>>Cl-[CH;D3;+0:1](-[C:2])-[c:3].[C:4]-[NH;D2;+0:5]-[C:6],155
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]:[c:7]:[#7;a:8]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].O-B(-O)-[c;H0;D3;+0:4](:[c:5]):[c:6]:[c:7]:[#7;a:8],156
[C:4]-[O;H0;D2;+0:5]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[OH;D1;+0:5],157
[C:3]-[N;H0;D3;+0:4](-[C:5])-[CH2;D2;+0:1]-[C:2]>>O=[CH;D2;+0:1]-[C:2].[C:3]-[NH;D2;+0:4]-[C:5],158
[C:2]-[c;H0;D3;+0:1]1:[n;H0;D2;+0:6]:[c:5]:[c:4]:[nH;D2;+0:3]:1>>O-[C;H0;D3;+0:1](=O)-[C:2].[NH2;D1;+0:3]-[c:4]:[c:5]-[NH2;D1;+0:6],159
[C:3]-[N;H0;D3;+0:4](-[C:5]=[O;D1;H0:6])-[CH2;D2;+0:1]-[C:2]>>Br-[CH2;D2;+0:1]-[C:2].[C:3]-[NH;D2;+0:4]-[C:5]=[O;D1;H0:6],160
[C:4]-[NH;D2;+0:5]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH2;D1;+0:5],161
[C:4]-[N;H0;D3;+0:5](-[C:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]-[NH;D2;+0:5]-[C:6],162
[C;D1;H1:3]#[C:2]-[CH2;D2;+0:1]-[S;H0;D2;+0:4]-[c:5]>>Br-[CH2;D2;+0:1]-[C:2]#[C;D1;H1:3].[SH;D1;+0:4]-[c:5],163
[C;D1;H2:5]=[C:4]-[C:3]-[C@H;D3;+0:1](-[C;D1;H3:2])-[O;H0;D2;+0:6]-[c:7]>>O-[C@H;D3;+0:1](-[C;D1;H3:2])-[C:3]-[C:4]=[C;D1;H2:5].[OH;D1;+0:6]-[c:7],164
[O;D1;H0:1]=[C:2]1-[#7:3]-[C:4]-[NH;D2;+0:5]-[C:6]-1>>[O;D1;H0:1]=[C:2]1-[#7:3]-[C:4]-[N;H0;D3;+0:5](-C-c2:c:c:c:c:c:2)-[C:6]-1,165
[NH2;D1;+0:1]-[c:2]>>C-C(-C)(-C)-O-C(=O)-[NH;D2;+0:1]-[c:2],166
[C:2]-[CH2;D2;+0:1]-[n;H0;D3;+0:4](:[c:3]):[c:5]>>C-S(=O)(=O)-O-[CH2;D2;+0:1]-[C:2].[c:3]:[nH;D2;+0:4]:[c:5],167
[#8;a:5]:[c:4]:[c:2](:[#8;a:3])-[CH2;D2;+0:1]-[O;H0;D2;+0:8]-[C:7]=[O;D1;H0:6]>>Br-[CH2;D2;+0:1]-[c:2](:[#8;a:3]):[c:4]:[#8;a:5].[O;D1;H0:6]=[C:7]-[OH;D1;+0:8],168
[#7;a:2]:[c;H0;D3;+0:1](:[#8;a:3])-[O;H0;D2;+0:4]-[c:5]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#8;a:3].[OH;D1;+0:4]-[c:5],169
[C:3]-[N;H0;D3;+0:4](-[C:5])-[CH2;D2;+0:1]-[C:2]>>Cl-[CH2;D2;+0:1]-[C:2].[C:3]-[NH;D2;+0:4]-[C:5],170
[C:4]-[NH;D2;+0:5]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]-[NH2;D1;+0:5],171
[#7;a:3]:[c:2]/[CH;D2;+0:1]=[N;H0;D2;+0:5]/[C:4]>>O=[CH;D2;+0:1]-[c:2]:[#7;a:3].[C:4]-[NH2;D1;+0:5],172
[#7;a:5]:[c:4]1:[#7;a:3]:[c:2]:[c;H0;D3;+0:1](-[NH;D2;+0:7]-[c:8]):[c:6]:1>>Br-[c;H0;D3;+0:1]1:[c:2]:[#7;a:3]:[c:4](:[#7;a:5]):[c:6]:1.[NH2;D1;+0:7]-[c:8],173
[O;D1;H0:3]=[C;H0;D3;+0:4](-[NH;D2;+0:1]-[c:2])-[NH;D2;+0:5]-[c:6]>>[NH2;D1;+0:1]-[c:2].[O;D1;H0:3]=[C;H0;D2;+0:4]=[N;H0;D2;+0:5]-[c:6],174
[#7:13]-[C:12](=[O;D1;H0:14])-[c:11]:[c;H0;D3;+0:9](:[c:10])-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:1-[C:6](-[#7:7])=[O;D1;H0:8]>>Br-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:1-[C:6](-[#7:7])=[O;D1;H0:8].C-C1(-C)-C-O-B(-[c;H0;D3;+0:9](:[c:10]):[c:11]-[C:12](-[#7:13])=[O;D1;H0:14])-O-C-1,175
[#7;a:2]:[c;H0;D3;+0:1](-[NH;D2;+0:6]-[c:7]):[c:3]:[c:4]:[#7;a:5]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].[NH2;D1;+0:6]-[c:7],176
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:4]-[c:5]1:[#7;a:6]:[#7;a:7]:[#7;a:8]:[#7;a:9]:1>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[NH2;D1;+0:4]-[c:5]1:[#7;a:6]:[#7;a:7]:[#7;a:8]:[#7;a:9]:1,177
[c:2]:[c;H0;D3;+0:1](:[c:3])-[O;H0;D2;+0:4]-[c:5]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3].[OH;D1;+0:4]-[c:5],178
[C:1]-[C;H0;D4;+0:2](-[OH;D1;+0:3])(-[c:4])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[c:4].[Mg+]-[c;H0;D3;+0:5](:[c:6]):[c:7],179
[C:1]-[NH;D2;+0:2]-[CH;D3;+0:3](-[c:4])-[c:5]>>[C:1]-[N;H0;D2;+0:2]=[C;H0;D3;+0:3](-[c:4])-[c:5],180
[C:2]-[NH2;D1;+0:1]>>O=C1-[N;H0;D3;+0:1](-[C:2])-C(=O)-c2:c:c:c:c:c:2-1,181
[#16;a:4]:[c:3](:[#7;a:5]:[#7;a:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:8]-[C:7]>>C-C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#16;a:4]):[#7;a:5]:[#7;a:6].[C:7]-[NH2;D1;+0:8],182
[#7;a:6]:[#7;a:7]:[c:8]-[NH;D2;+0:9]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4]=[C;D1;H2:5]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4]=[C;D1;H2:5].[#7;a:6]:[#7;a:7]:[c:8]-[NH2;D1;+0:9],183
[#16;a:3]:[c:2]-[CH;D2;+0:1]=[C;H0;D3;+0:7]1-[#16:6]-[C:5](=[O;D1;H0:4])-[#7:10]-[C:8]-1=[O;D1;H0:9]>>O=[CH;D2;+0:1]-[c:2]:[#16;a:3].[O;D1;H0:4]=[C:5]1-[#16:6]-[CH2;D2;+0:7]-[C:8](=[O;D1;H0:9])-[#7:10]-1,184
[C:4]-[NH;D2;+0:5]-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3].[C:4]-[NH2;D1;+0:5],185
[C:4]-[N;H0;D3;+0:5](-[C:6])-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C:6],186
[C:4]-[N;H0;D3;+0:5](-[C:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[NH;D2;+0:5]-[C:6],187
[#16;a:5]:[c:4]:[c:2](:[#7;a:3])-[CH2;D2;+0:1]-[O;H0;D2;+0:6]-[c:7]>>Cl-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#16;a:5].[OH;D1;+0:6]-[c:7],188
[#7;a:3]:[#7;a:4]:[c:5]-[O;H0;D2;+0:6]-[CH2;D2;+0:1]-[c:2]>>Cl-[CH2;D2;+0:1]-[c:2].[#7;a:3]:[#7;a:4]:[c:5]-[OH;D1;+0:6],189
[#7:4]-[N;H0;D3;+0:5](-[C:6])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Br-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7:4]-[NH;D2;+0:5]-[C:6],190
[#7;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:7](-[C:6])-[c:8]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[c:8],191
[N;D1;H1:4]=[C:5]-[NH;D2;+0:6]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[N;D1;H1:4]=[C:5]-[NH2;D1;+0:6],192
[#8:1]-[C:2]-[C;H0;D3;+0:3](-[C:4])=[O;H0;D1;+0:5]>>[#8:1]-[C:2]-[C@H;D3;+0:3](-[C:4])-[OH;D1;+0:5],193
[#16:3]-[N;H0;D3;+0:4](-[C;D1;H3:5])-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].[#16:3]-[NH;D2;+0:4]-[C;D1;H3:5],194
[C:2]-[NH;D2;+0:1]-[C:3]>>O=C(-O-C-c1:c:c:c:c:c:1)-[N;H0;D3;+0:1](-[C:2])-[C:3],195
[#7:5]-[C:4](=[O;D1;H0:6])-[C:3]-[NH;D2;+0:1]-[C;D1;H3:2]>>C-C(-C)(-C)-O-C(=O)-[N;H0;D3;+0:1](-[C;D1;H3:2])-[C:3]-[C:4](-[#7:5])=[O;D1;H0:6],196
[NH2;D1;+0:1]-[#7:2]-[C:3]=[O;D1;H0:4]>>C-C(-C)(-C)-O-C(=O)-[NH;D2;+0:1]-[#7:2]-[C:3]=[O;D1;H0:4],197
[C:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[OH;D1;+0:4]>>[C:1]-[CH;D2;+0:2]=[CH2;D1;+0:3].[OH2;D0;+0:4],198
[#7;a:2]:[c:3](:[#7;a:4])-[S;H0;D3;+0:5](-[C;D1;H3:6])=[O;H0;D1;+0:1]>>Cl-c1:c:c:c:c(-C(=O)-O-[OH;D1;+0:1]):c:1.[#7;a:2]:[c:3](:[#7;a:4])-[S;H0;D2;+0:5]-[C;D1;H3:6],199
[#7:4]-[C:3](=[O;D1;H0:5])-[C:2]-[NH2;D1;+0:1]>>O=C(-O-C-c1:c:c:c:c:c:1)-[NH;D2;+0:1]-[C:2]-[C:3](-[#7:4])=[O;D1;H0:5],200
[c:2]:[cH;D2;+0:1]:[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3],201
[#7:1]-[C:2](=[O;D1;H0:3])-[C;H0;D4;+0:4](-[OH;D1;+0:5])(-[c:6])-[CH2;D2;+0:7]-[C:8]=[O;D1;H0:9]>>[#7:1]-[C:2](=[O;D1;H0:3])-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[c:6].[CH3;D1;+0:7]-[C:8]=[O;D1;H0:9],202
[C;D1;H3:5]-[C:4](-[C;D1;H3:6])(-[C;D1;H3:7])-[#8:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:8]-[c:9]>>C-C(-C)(-C)-O-C(=O)-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7].[NH2;D1;+0:8]-[c:9],203
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].O-B(-O)-[c;H0;D3;+0:4](:[c:5]):[c:6],204
[C:2]-[CH;D3;+0:3]1-[CH2;D2;+0:4]-[O;H0;D2;+0:1]-1>>Cl-c1:c:c:c:c(-C(=O)-O-[OH;D1;+0:1]):c:1.[C:2]-[CH;D2;+0:3]=[CH2;D1;+0:4],205
[#8:8]-[C:7](=[O;D1;H0:9])-[c:6]1:[c:5]:[#7;a:4]:[c:3]:[c:2]:[c;H0;D3;+0:1]:1-[O;H0;D2;+0:10]-[c:11]>>Cl-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1-[C:7](-[#8:8])=[O;D1;H0:9].[OH;D1;+0:10]-[c:11],206
[#8:4]-[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]-[#8:4].O-B(-O)-[c;H0;D3;+0:5](:[c:6]):[c:7],207
[#7;a:4]:[#7;a:3]:[c;H0;D3;+0:1](:[c:2])-[S;H0;D2;+0:5]-[c:6]>>Cl-[c;H0;D3;+0:1](:[c:2]):[#7;a:3]:[#7;a:4].[SH;D1;+0:5]-[c:6],208
[#16;a:2]:[c;H0;D3;+0:1](:[c:3])-[S;H0;D4;+0:5](=[O;D1;H0:6])(=[O;H0;D1;+0:4])-[c:7]>>Br-[c;H0;D3;+0:1](:[#16;a:2]):[c:3].[O-;H0;D1:4]-[S;H0;D3;+0:5](=[O;D1;H0:6])-[c:7],209
[#7:1]-[C:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4]>>[#7:1]-[C:2]-[CH2;D2;+0:3]-[OH;D1;+0:4],210
[#8;a:2]:[c:3]:[c:4](:[#8;a:5])-[CH2;D2;+0:6]-[Br;H0;D1;+0:1]>>O=C1-C-C-C(=O)-N-1-[Br;H0;D1;+0:1].[#8;a:2]:[c:3]:[c:4](:[#8;a:5])-[CH3;D1;+0:6],211
[O;D1;H0:3]=[C:4]-[NH;D2;+0:5]-[C;H0;D3;+0:6](=[S;D1;H0:7])-[NH;D2;+0:1]-[c:2]>>[NH2;D1;+0:1]-[c:2].[O;D1;H0:3]=[C:4]-[N;H0;D2;+0:5]=[C;H0;D2;+0:6]=[S;D1;H0:7],212
